name,cohort,analysis,outcome,model,outcome_time_median,term,hr,conf_low,conf_high,source
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_age_sex,12,days1_28,1.209979235,0.922729852,1.586650465,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_age_sex,283.5,days197_365,1.391909467,1.261924712,1.535283321,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_age_sex,115,days28_197,1.447254069,1.315613496,1.592066625,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_age_sex,423,days365_714,1.185111492,0.951415876,1.4762096,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_age_sex,402,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,1,days0_1,19.51710038,13.98306006,27.24133384,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,12,days1_28,1.127824305,0.859906685,1.479215924,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,283.5,days197_365,1.289370829,1.168458858,1.422794754,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,115,days28_197,1.343994371,1.221062219,1.47930289,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,423,days365_714,1.075618297,0.863241412,1.340244693,R
cohort_prevax-sub_priorhistory_false-ibs,prevax,sub_priorhistory_false,ibs,mdl_max_adj,402,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,1,days0_1,47.0995415,29.09799791,76.2377816,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,11,days1_28,7.856391425,6.172342792,9.999912238,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,292.5,days197_365,1.241886079,0.991457842,1.55556895,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,98,days28_197,1.878181861,1.555889787,2.267234565,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,418,days365_714,1.094484343,0.710916781,1.685001689,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_age_sex,413,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,1,days0_1,42.62657242,26.04065018,69.77647117,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,11,days1_28,7.266406537,5.69433213,9.272494605,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,292.5,days197_365,1.16766894,0.932233178,1.462564074,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,98,days28_197,1.765865161,1.462655554,2.131930349,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,418,days365_714,0.976772592,0.634356864,1.504018875,R
cohort_prevax-sub_priorhistory_false-peptic_ulcer,prevax,sub_priorhistory_false,peptic_ulcer,mdl_max_adj,413,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,1,days0_1,30.84233195,27.6687133,34.37996662,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,13,days1_28,1.703608791,1.550567123,1.871755739,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,274,days197_365,1.302603465,1.244456504,1.363467331,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,114,days28_197,1.329279506,1.2741263,1.386820134,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,418,days365_714,1.436086692,1.323226886,1.558572463,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_age_sex,358,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,1,days0_1,26.65324436,23.75119984,29.9098757,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,13,days1_28,1.561247619,1.420705591,1.715692641,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,274,days197_365,1.190170329,1.136950838,1.24588097,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,114,days28_197,1.22083959,1.17009322,1.273786805,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,418,days365_714,1.250785904,1.15225438,1.35774305,R
cohort_prevax-sub_priorhistory_true-dyspepsia,prevax,sub_priorhistory_true,dyspepsia,mdl_max_adj,358,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,1,days0_1,85.3846902,81.59688353,89.34833053,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,9,days1_28,3.773490943,3.611829844,3.9423877960000002,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,277,days197_365,1.286930022,1.251007579,1.323883971,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,109,days28_197,1.44293077,1.404239842,1.482687748,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,424,days365_714,1.473090082,1.405694801,1.543716592,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_age_sex,397,days_pre,NA,NA,NA,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,1,days0_1,76.27419432,72.79017442,79.92497292,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,9,days1_28,3.487993382,3.338535197,3.644142449,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,277,days197_365,1.187898992,1.154661232,1.222093525,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,109,days28_197,1.335850676,1.299909417,1.372785676,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,424,days365_714,1.305727213,1.245584696,1.368773686,R
cohort_prevax-sub_priorhistory_true-gastro_oesophageal_reflux_disease,prevax,sub_priorhistory_true,gastro_oesophageal_reflux_disease,mdl_max_adj,397,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,1,days0_1,140.7123932,120.3484606,164.5220677,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,13,days1_28,3.225751477,2.642202344,3.938181575,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,274,days197_365,1.393342071,1.235449577,1.571413486,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,100,days28_197,1.519282471,1.355580922,1.702752812,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,435.5,days365_714,1.924402401,1.586857599,2.333747277,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_age_sex,380,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,1,days0_1,125.1389641,107.0019934,146.3501739,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,13,days1_28,2.863068922,2.341942275,3.500156149,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,274,days197_365,1.249448331,1.107692758,1.409344893,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,100,days28_197,1.364289876,1.217012853,1.529389654,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,435.5,days365_714,1.625296647,1.339062162,1.97271588,R
cohort_prevax-sub_prioroperations_false-acute_pancreatitis,prevax,sub_prioroperations_false,acute_pancreatitis,mdl_max_adj,380,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,1,days0_1,53.67790443,44.32091724,65.01032928,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,15,days1_28,1.815453264,1.48230376,2.223478509,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,271.5,days197_365,1.282849082,1.160022536,1.418680858,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,106,days28_197,1.294848416,1.178355121,1.422858348,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,408,days365_714,1.399222648,1.1431353,1.712679173,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_age_sex,350,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,1,days0_1,50.77745666,41.91743955,61.51020035,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,15,days1_28,1.717907659,1.402617994,2.104070202,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,271.5,days197_365,1.210582086,1.094536139,1.338931565,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,106,days28_197,1.224185382,1.113993514,1.345276998,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,408,days365_714,1.289559993,1.053336535,1.578759419,R
cohort_prevax-sub_prioroperations_false-appendicitis,prevax,sub_prioroperations_false,appendicitis,mdl_max_adj,350,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,1,days0_1,34.71856129,31.26839473,38.54942055,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,13,days1_28,1.926767453,1.756531318,2.113502209,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,276,days197_365,1.436234454,1.372705444,1.502703596,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,113,days28_197,1.455481088,1.395332955,1.518222007,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,417,days365_714,1.448439258,1.327390723,1.580526553,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_age_sex,370,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,1,days0_1,26.92555476,23.95845944,30.26010504,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,13,days1_28,1.661448415,1.513894842,1.823383474,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,276,days197_365,1.236685791,1.181781602,1.294140763,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,113,days28_197,1.261305117,1.209005094,1.315867572,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,417,days365_714,1.174509953,1.075625324,1.282485266,R
cohort_prevax-sub_prioroperations_false-dyspepsia,prevax,sub_prioroperations_false,dyspepsia,mdl_max_adj,370,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,1,days0_1,111.0506585,103.2386565,119.4537896,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,12,days1_28,3.127490123,2.870288837,3.407738742,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,275,days197_365,1.391715723,1.324753764,1.462062389,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,112,days28_197,1.678119662,1.604246444,1.755394635,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,426,days365_714,1.563416834,1.438303207,1.699413715,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_age_sex,393,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,1,days0_1,95.65390761,88.8932887,102.9286932,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,12,days1_28,2.71188155,2.488273351,2.955584256,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,275,days197_365,1.205665708,1.147486617,1.266794556,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,112,days28_197,1.460600687,1.396061308,1.528123698,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,426,days365_714,1.280471376,1.177328367,1.392650504,R
cohort_prevax-sub_prioroperations_false-gallstones_disease,prevax,sub_prioroperations_false,gallstones_disease,mdl_max_adj,393,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,1,days0_1,83.6953942,79.71258516,87.87720277,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,10,days1_28,3.732529196,3.557862115,3.915771254,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,275,days197_365,1.412902086,1.371394716,1.455665741,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,109,days28_197,1.564716926,1.52075554,1.60994913,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,421,days365_714,1.641286929,1.559924221,1.726893363,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_age_sex,398,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,1,days0_1,65.89910895,62.48650184,69.49809051,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,10,days1_28,3.228656,3.077650584,3.38707052,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,275,days197_365,1.216833438,1.180886045,1.253875106,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,109,days28_197,1.354508436,1.316248772,1.393880201,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,421,days365_714,1.344301167,1.276408039,1.415805582,R
cohort_prevax-sub_prioroperations_false-gastro_oesophageal_reflux_disease,prevax,sub_prioroperations_false,gastro_oesophageal_reflux_disease,mdl_max_adj,398,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,1,days0_1,46.97917145,42.61013129,51.79619219,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,10,days1_28,2.151727312,1.960718379,2.361343921,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,277,days197_365,1.274037933,1.217457504,1.333247895,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,117,days28_197,1.288714118,1.23134968,1.348750971,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,417,days365_714,1.369094707,1.2569976,1.491188462,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_age_sex,401,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,1,days0_1,38.83294049,34.96720615,43.12604388,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,10,days1_28,1.921597265,1.75100739,2.108806662,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,277,days197_365,1.130968461,1.080489827,1.18380537,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,117,days28_197,1.149520538,1.098019699,1.203436941,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,417,days365_714,1.148137372,1.052410798,1.252571171,R
cohort_prevax-sub_prioroperations_false-ibs,prevax,sub_prioroperations_false,ibs,mdl_max_adj,401,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,1,days0_1,101.8267058,95.24191798,108.8667494,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,12,days1_28,2.784211958,2.571479527,3.01454324,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,278,days197_365,1.389894682,1.326845151,1.455940224,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,108,days28_197,1.613941483,1.547934589,1.682763038,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,417,days365_714,1.582761415,1.4602093,1.715599056,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_age_sex,381,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,1,days0_1,90.51804234,84.58441223,96.86791896,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,12,days1_28,2.520220704,2.327501325,2.728897434,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,278,days197_365,1.254960466,1.197906186,1.314732147,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,108,days28_197,1.462884792,1.402931738,1.525399888,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,417,days365_714,1.356430706,1.25068269,1.471119953,R
cohort_prevax-sub_prioroperations_false-lower_gi_bleeding,prevax,sub_prioroperations_false,lower_gi_bleeding,mdl_max_adj,381,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,1,days0_1,187.443072,130.1463964,269.9644877,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,10,days1_28,5.600074094,3.720575054,8.42902761,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,291.5,days197_365,1.47542129,1.104313491,1.971240959,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,119.5,days28_197,2.35425786,1.858892587,2.98163009,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,439,days365_714,2.028875864,1.282328317,3.210049422,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_age_sex,428,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,1,days0_1,140.756446,97.50725538,203.1887474,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,10,days1_28,5.319100869,3.860446596,7.328901812,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,291.5,days197_365,1.147737338,0.867894551,1.517812268,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,119.5,days28_197,1.910751581,1.515695223,2.408776878,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,439,days365_714,1.466235421,0.934800594,2.29979134,R
cohort_prevax-sub_prioroperations_false-nonalcoholic_steatohepatitis,prevax,sub_prioroperations_false,nonalcoholic_steatohepatitis,mdl_max_adj,428,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,1,days0_1,128.805754,121.718621,136.3055391,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,11,days1_28,3.233150748,3.015502748,3.466507788,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,276,days197_365,1.357047005,1.298732811,1.417979556,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,106,days28_197,1.613734797,1.551425776,1.6785463,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,417,days365_714,1.609385393,1.494748799,1.732813799,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_age_sex,384,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,1,days0_1,115.5933479,109.224899,122.3331146,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,11,days1_28,2.912137941,2.715271756,3.123277575,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,276,days197_365,1.226471924,1.173629823,1.281693214,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,106,days28_197,1.462831191,1.406207141,1.521735333,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,417,days365_714,1.369750326,1.271162584,1.475984253,R
cohort_prevax-sub_prioroperations_false-nonvariceal_gi_bleeding,prevax,sub_prioroperations_false,nonvariceal_gi_bleeding,mdl_max_adj,384,days_pre,NA,NA,NA,R
cohort_prevax-sub_prioroperations_false-peptic_ulcer,prevax,sub_prioroperations_false,peptic_ulcer,mdl_age_sex,1,days0_1,55.00255102,42.64421615,70.94234321,R
cohort_prevax-sub_prioroperations_false-peptic_ulcer,prevax,sub_prioroperations_false,peptic_ulcer,mdl_age_sex,13,days1_28,5.00614913,4.186687273,5.98600456,R
